County Code,Perm ID,Facility Name,Building #,Building Name,Building Status,SPC Rating,2007 Hazus Score (%),2010 Hazus Score (%),NPC Rating,Location 1,Count
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03583,Administration,In Service,5,,,2,"Roseville
(38.7651825, -121.2497864)",1
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03584,MOB Pedestrian Walkway,In Service,5,,,2,"Roseville
(38.7651825, -121.2497864)",1
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03585,Emergency Department Expansion,In Service,5s,,,NYA,"Roseville
(38.7651825, -121.2497864)",1
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03586,Bed Tower Expansion,In Service,5s,,,NYA,"Roseville
(38.7651825, -121.2497864)",1
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03587,Bed Tower Expansion Pedestrian Walkway,In Service,5s,,,NYA,"Roseville
(38.7651825, -121.2497864)",1
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03611,NICU,In Service,5s,,,NYA,"Roseville
(38.7651825, -121.2497864)",1
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03612,Acute Rehabilitation,Under Construction,5s,,,NYA,"Roseville
(38.7651825, -121.2497864)",1
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03613,Well Baby Nursery,In Service,5s,,,NYA,"Roseville
(38.7651825, -121.2497864)",1
31 - Placer,17700,Sutter Roseville Medical Center,BLD-03614,ICU Expansion,In Service,5s,,,NYA,"Roseville
(38.7651825, -121.2497864)",1
32 - Plumas,10514,Eastern Plumas Hospital - Portola Campus,BLD-01362,Main Hospital Building,In Service,2,0.00,,2,"Portola
(39.8047562, -120.4591522)",1
32 - Plumas,10514,Eastern Plumas Hospital - Portola Campus,BLD-01364,Boiler Plant Building,In Service,2,,0.00,2,"Portola
(39.8047562, -120.4591522)",1
32 - Plumas,10514,Eastern Plumas Hospital - Portola Campus,BLD-03655,SNF Addition,In Service,5s,,,2,"Portola
(39.8047562, -120.4591522)",1
32 - Plumas,10514,Eastern Plumas Hospital - Portola Campus,BLD-03656,Central Plant,In Service,5s,,,2,"Portola
(39.8047562, -120.4591522)",1
32 - Plumas,10512,Plumas District Hospital,BLD-01351,Original Building,In Service,2,0.03,,2,"Quincy
(39.9388695, -120.962326)",1
32 - Plumas,10512,Plumas District Hospital,BLD-01353,1976 Addition,In Service,4,,,2,"Quincy
(39.9388695, -120.962326)",1
32 - Plumas,10512,Plumas District Hospital,BLD-01354,South Addition,In Service,4,,,2,"Quincy
(39.9388695, -120.962326)",1
32 - Plumas,10513,Seneca Healthcare District,BLD-01355,Main Hospital Building,In Service,2,0.08,,2,"Chester
(40.3054684, -121.2339062)",1
32 - Plumas,10513,Seneca Healthcare District,BLD-01356,Pump Building,In Service,2,0.01,,2,"Chester
(40.3054684, -121.2339062)",1
32 - Plumas,10513,Seneca Healthcare District,BLD-01358,Entrance Addition,Not an Independent Building,N/A,,,N/A,"Chester
(40.3054684, -121.2339062)",1
32 - Plumas,10513,Seneca Healthcare District,BLD-01359,Extended Care Addn.,In Service,4,,,2,"Chester
(40.3054684, -121.2339062)",1
32 - Plumas,10513,Seneca Healthcare District,BLD-01360,Storage Addition,In Service,4,,,2,"Chester
(40.3054684, -121.2339062)",1
32 - Plumas,10513,Seneca Healthcare District,BLD-01361,Generator Building,In Service,5,,,4,"Chester
(40.3054684, -121.2339062)",1
32 - Plumas,10513,Seneca Healthcare District,BLD-02988,New ER Canopy,Proposed,5s,,,NYA,"Chester
(40.3054684, -121.2339062)",1
32 - Plumas,10513,Seneca Healthcare District,BLD-03843,Boiler Room,In Service,2,0.06,,2,"Chester
(40.3054684, -121.2339062)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-01367,Original Hospital - Main,In Service,2,1.05,0.48,2,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-01368,Ancillary - Main,In Service,4,,,2,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-01369,Surgery & Delivery - Main,In Service,3,,,2,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-02996,Rehabilitation Hospital - Magnolia,Not an Independent Building,N/A,,,N/A,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-02997,ED Addition,Proposed,5s,,,NYA,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-03594,Generator Building (Electrical Panel Room),In Service,4,,,4,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-03898,MRI,Outpatient Only,N/A,,,N/A,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-05887,Bulk Medical Gas Yard,Equipment Yard,N/A,,,2,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-05888,Emergency Generator,Equipment Yard,N/A,,,4,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-05889,Switchgear Yard,Equipment Yard,N/A,,,4,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-05890,Modular MRI Building,Under Construction,N/A,,,NYA,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10529,Corona Regional Medical Center-Main,BLD-05891,Replacement Bulk Medical Gas Yard,Proposed,5s,,,NYA,"Corona
(33.8729897, -117.5685425)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01393,Main Hospital & Additions,In Service,2,0.38,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01395,Woman & Infants Hospital,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01396,North Wing,In Service,2,0.30,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01397,Central Plant,In Service,4,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01398,Shipping/Receiving,In Service,4,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01399,Surgery Wing,In Service,4,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01400,West Tower,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01401,Lobby,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01402,Admitting,In Service,4,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01403,Elevator Tower,In Service,4,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-01404,Dinah Shore Waiting Area,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-02932,East Tower,In Service,2,0.51,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-03720,West Tower - Corridor 1,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-03721,West Tower - Corridor 2,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-03722,West Tower - Corridor 3,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-03723,West Tower - Corridor 4,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-03725,West Tower - Corridor 5,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-03741,Medical Records Building,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-03764,Elevator Tower - Corridor 1,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,10537,Desert Regional Medical Center,BLD-03765,Elevator Tower - Corridor 2,In Service,3,,,2,"Palm Springs
(33.8384049, -116.5455457)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-01056,North Addition,In Service,4,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-01057,Eisenhower Wing (North),In Service,1,9.45,7.08,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-01058,Gene Autry Wing,In Service,4,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-01059,Surgery Expansion,In Service,5,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-01060,Sinn Wing - Part A,In Service,4,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-01061,Birthing Center Bridge,In Service,4s,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-02824,Engineering Department,In Service,2,,0.64,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03003,Eisenhower Wing (South),In Service,1,9.45,7.08,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03004,Eisenhower Wing (Center),In Service,1,4.89,7.08,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03005,Sinn Wing - Part B (Amb. Canopy),In Service,4,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03006,Sinn Wing - Part C,In Service,4,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03007,Sinn Wing - Part D,In Service,4,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03008,Sinn Wing - Part E,In Service,4,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03009,Sinn Wing - Part F,In Service,4,,,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03540,(CP) Central Plant,In Service,5,,,4,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03541,Annenberg Pavilion,In Service,5,,,4,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-03830,12 KV Switch Building,In Service,5,,,4,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-05500,Delivery Dock,In Service,2,,0.21,2,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,12662,Eisenhower Medical Center,BLD-05647,ED / Renker Pavilion,In Service,5,,,4,"Rancho Mirage
(33.7646523, -116.4055557)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01405,Pre 1980 Emergency,Not an Independent Building,N/A,,,N/A,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01406,Tower I,In Service,2,,1.20,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01407,1965 Mechanical Room,Not an Independent Building,N/A,,,N/A,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01408,1948 Addition,In Service,1,,1.33,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01409,North Wing and Annex,In Service,1,,15.11,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01410,Obstetrics I,Not an Independent Building,N/A,,,N/A,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01411,1965 NW Addition,In Service,2,,1.06,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01412,Behavioral Health,In Service,2,,,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01413,Obstetrics II,In Service,5s,,,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01414,Tower II Lower Levels,Not an Independent Building,N/A,,,N/A,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01415,Tower II Upper Levels,In Service,3s,,,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01416,1980 Entrance,Not an Independent Building,N/A,,,N/A,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01417,Main Lobby and Entrance,In Service,5s,,,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-01418,Area A,In Service,3s,,,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-02857,Area B,In Service,3s,,,2,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-02858,Area C,Not an Independent Building,N/A,,,N/A,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10541,Hemet Valley Medical Center,BLD-05649,Emergency Department Addition,In Service,5,,,4,"Hemet
(33.7503204, -116.9600372)",1
33 - Riverside,10545,John F. Kennedy Memorial Hospital,BLD-01370,Original Hospital Building,In Service,2,0.07,,2,"Indio
(33.7061195, -116.2371445)",1
33 - Riverside,10545,John F. Kennedy Memorial Hospital,BLD-01371,Central Plant,In Service,2,0.72,,2,"Indio
(33.7061195, -116.2371445)",1
33 - Riverside,10545,John F. Kennedy Memorial Hospital,BLD-01372,Central Plant Addition,In Service,4,,,2,"Indio
(33.7061195, -116.2371445)",1
33 - Riverside,10545,John F. Kennedy Memorial Hospital,BLD-01373,North Wing/E.R. Expansion,In Service,4,,,2,"Indio
(33.7061195, -116.2371445)",1
33 - Riverside,10545,John F. Kennedy Memorial Hospital,BLD-01374,West/South Wing,In Service,4,,,2,"Indio
(33.7061195, -116.2371445)",1
33 - Riverside,10545,John F. Kennedy Memorial Hospital,BLD-01375,ICU - MED / Surgery Addition,In Service,5,,,4,"Indio
(33.7061195, -116.2371445)",1
33 - Riverside,10545,John F. Kennedy Memorial Hospital,BLD-03525,Canopy,In Service,5,,,4,"Indio
(33.7061195, -116.2371445)",1
33 - Riverside,18205,Joint Replacement Hospitals of America,BLD-05624,Main Building,Proposed,5s,,,NYA,"Indio
(33.7394603, -116.2601902)",1
33 - Riverside,16325,Kaiser Foundation Hospital - Moreno Valley Medical,BLD-00285,Patient Tower,In Service,4,,,2,"Moreno Valley
(33.8974037, -117.1860275)",1
33 - Riverside,16325,Kaiser Foundation Hospital - Moreno Valley Medical,BLD-02918,Stair and Elevator Tower,In Service,4,,,2,"Moreno Valley
(33.8974037, -117.1860275)",1
33 - Riverside,16325,Kaiser Foundation Hospital - Moreno Valley Medical,BLD-02919,Central Plant,In Service,3,,,2,"Moreno Valley
(33.8974037, -117.1860275)",1
33 - Riverside,16325,Kaiser Foundation Hospital - Moreno Valley Medical,BLD-02920,Hospital Building,In Service,3,,,2,"Moreno Valley
(33.8974037, -117.1860275)",1
33 - Riverside,16325,Kaiser Foundation Hospital - Moreno Valley Medical,BLD-02921,Waiting Room Addition,In Service,5,,,2,"Moreno Valley
(33.8974037, -117.1860275)",1
33 - Riverside,16325,Kaiser Foundation Hospital - Moreno Valley Medical,BLD-05418,Bulk Oxygen Tank,Equipment Yard,N/A,,,2,"Moreno Valley
(33.8974037, -117.1860275)",1
33 - Riverside,16325,Kaiser Foundation Hospital - Moreno Valley Medical,BLD-05732,Emergency Department Expansion,Under Construction,5s,,,NYA,"Moreno Valley
(33.8974037, -117.1860275)",1
33 - Riverside,16164,Kaiser Foundation Hospital - Riverside,BLD-00274,Hospital Tower,In Service,3s,,,2,"Riverside
(33.9063949, -117.4708086)",1
33 - Riverside,16164,Kaiser Foundation Hospital - Riverside,BLD-00275,Plant Service Building,In Service,4s,,,3,"Riverside
(33.9063949, -117.4708086)",1
33 - Riverside,16164,Kaiser Foundation Hospital - Riverside,BLD-05460,MRI Building,In Service,4s,,,NYA,"Riverside
(33.9063949, -117.4708086)",1
33 - Riverside,16164,Kaiser Foundation Hospital - Riverside,BLD-05651,Switchgear Enclosure,Proposed,5s,,,NYA,"Riverside
(33.9063949, -117.4708086)",1
33 - Riverside,16164,Kaiser Foundation Hospital - Riverside,BLD-05652,Generator Enclosure - Number 1,Proposed,5s,,,NYA,"Riverside
(33.9063949, -117.4708086)",1
33 - Riverside,16164,Kaiser Foundation Hospital - Riverside,BLD-05653,Generator Enclosure - Number 2,Proposed,5s,,,NYA,"Riverside
(33.9063949, -117.4708086)",1
33 - Riverside,16164,Kaiser Foundation Hospital - Riverside,BLD-05654,Generator Enclosure - Number 3,Proposed,5s,,,NYA,"Riverside
(33.9063949, -117.4708086)",1
33 - Riverside,13030,Kindred Hospital Riverside,BLD-00986,Main Hospital,In Service,2,,0.24,1,"Perris
(33.8122063, -117.2227402)",1
33 - Riverside,13030,Kindred Hospital Riverside,BLD-03519,Storage,In Service,4s,,,1,"Perris
(33.8122063, -117.2227402)",1
33 - Riverside,18175,Loma Linda University Medical Center - Murrieta,BLD-05595,Main Hospital Facility,In Service,5,,,4,"Murrieta
(33.6129264, -117.1671872)",1
33 - Riverside,18175,Loma Linda University Medical Center - Murrieta,BLD-05596,Central Plant,In Service,5,,,4,"Murrieta
(33.6129264, -117.1671872)",1
33 - Riverside,18175,Loma Linda University Medical Center - Murrieta,BLD-05800,Loading Dock Canopy,In Service,5s,,,NYA,"Murrieta
(33.6129264, -117.1671872)",1
33 - Riverside,18175,Loma Linda University Medical Center - Murrieta,BLD-05801,North Canopy,In Service,5s,,,NYA,"Murrieta
(33.6129264, -117.1671872)",1
33 - Riverside,18175,Loma Linda University Medical Center - Murrieta,BLD-05802,East Canopy,In Service,5s,,,NYA,"Murrieta
(33.6129264, -117.1671872)",1
33 - Riverside,18175,Loma Linda University Medical Center - Murrieta,BLD-05803,Emergency Department Canopy,In Service,5s,,,NYA,"Murrieta
(33.6129264, -117.1671872)",1
33 - Riverside,18175,Loma Linda University Medical Center - Murrieta,BLD-05804,Entrance Canopy,In Service,5s,,,NYA,"Murrieta
(33.6129264, -117.1671872)",1
33 - Riverside,16148,Menifee Valley Medical Center,BLD-00351,Hospital Building,In Service,4,,,2,"Sun City
(33.7178323, -117.167853)",1
33 - Riverside,16148,Menifee Valley Medical Center,BLD-02897,Patient Tower,In Service,4,,,2,"Sun City
(33.7178323, -117.167853)",1
33 - Riverside,16148,Menifee Valley Medical Center,BLD-02898,Stair and Elevator Tower,In Service,4,,,2,"Sun City
(33.7178323, -117.167853)",1
33 - Riverside,16148,Menifee Valley Medical Center,BLD-02899,Central Plant,In Service,4,,,2,"Sun City
(33.7178323, -117.167853)",1
33 - Riverside,10553,Palo Verde Hospital,BLD-01376,Building A,In Service,2,,0.03,1,"Blythe
(33.6130524, -114.5951157)",1
33 - Riverside,10553,Palo Verde Hospital,BLD-01377,Building B,In Service,2,0.00,,1,"Blythe
(33.6130524, -114.5951157)",1
33 - Riverside,10553,Palo Verde Hospital,BLD-01378,Building C,In Service,4,,,1,"Blythe
(33.6130524, -114.5951157)",1
33 - Riverside,10553,Palo Verde Hospital,BLD-01379,Building D,In Service,2,,0.40,1,"Blythe
(33.6130524, -114.5951157)",1
33 - Riverside,10553,Palo Verde Hospital,BLD-01380,Building E,In Service,2,,0.02,1,"Blythe
(33.6130524, -114.5951157)",1
33 - Riverside,10554,Parkview Community Hospital Medical Center,BLD-01381,Original Hospital Building and 1961 Additions,In Service,2,0.07,,2,"Riverside
(33.9279747, -117.4384689)",1
33 - Riverside,10554,Parkview Community Hospital Medical Center,BLD-01382,1971 Tower,In Service,2,0.54,,2,"Riverside
(33.9279747, -117.4384689)",1
33 - Riverside,10554,Parkview Community Hospital Medical Center,BLD-01383,Diagnostic & Treatment Wing & Addition,In Service,5s,,,2,"Riverside
(33.9279747, -117.4384689)",1
33 - Riverside,10554,Parkview Community Hospital Medical Center,BLD-03344,Utility Plant Building,Proposed,5s,,,NYA,"Riverside
(33.9279747, -117.4384689)",1
33 - Riverside,10554,Parkview Community Hospital Medical Center,BLD-05783,Emergency Department Addition,Proposed,5s,,,NYA,"Riverside
(33.9279747, -117.4384689)",1
33 - Riverside,18162,Rancho Mirage Rehabilitation Facility,BLD-05443,Main Building,Under Construction,5s,,,NYA,"Rancho Mirage
(33.8158657, -116.4397258)",1
33 - Riverside,10556,Riverside Community Hospital,BLD-01384,Building A (Main),In Service,1,,3.70,2,"Riverside
(33.9765587, -117.3814697)",1
33 - Riverside,10556,Riverside Community Hospital,BLD-01385,Building B,In Service,1,1.69,1.69,2,"Riverside
(33.9765587, -117.3814697)",1
33 - Riverside,10556,Riverside Community Hospital,BLD-01386,Building C (Inpatient Building),In Service,3,,,2,"Riverside
(33.9765587, -117.3814697)",1
33 - Riverside,10556,Riverside Community Hospital,BLD-01387,Building D,In Service,2,0.08,,2,"Riverside
(33.9765587, -117.3814697)",1
33 - Riverside,10556,Riverside Community Hospital,BLD-01388,Old Radiology Building,In Service,2,0.15,,2,"Riverside
(33.9765587, -117.3814697)",1
33 - Riverside,10556,Riverside Community Hospital,BLD-03107,Emergency Generator Enclosure,In Service,4,,,2,"Riverside
(33.9765587, -117.3814697)",1
33 - Riverside,10556,Riverside Community Hospital,BLD-03421,Building G,Under Construction,5s,,,NYA,"Riverside
(33.9765587, -117.3814697)",1
33 - Riverside,15007,Riverside County Regional Medical Center,BLD-02517,Main Building,In Service,3,,,2,"Moreno Valley
(33.9101547, -117.1954711)",1
33 - Riverside,15007,Riverside County Regional Medical Center,BLD-03488,Ancillary Building,In Service,3,,,2,"Moreno Valley
(33.9101547, -117.1954711)",1
33 - Riverside,15007,Riverside County Regional Medical Center,BLD-03489,Central Plant / Dining Building,In Service,3,,,2,"Moreno Valley
(33.9101547, -117.1954711)",1
33 - Riverside,15007,Riverside County Regional Medical Center,BLD-03490,Generator Building,In Service,3,,,2,"Moreno Valley
(33.9101547, -117.1954711)",1
33 - Riverside,15007,Riverside County Regional Medical Center,BLD-05814,Covered Walkway,Proposed,5s,,,NYA,"Moreno Valley
(33.9101547, -117.1954711)",1
33 - Riverside,15007,Riverside County Regional Medical Center,BLD-05906,MRI Trailer,Outpatient Only,N/A,,,NYA,"Moreno Valley
(33.9101547, -117.1954711)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-01389,Original Building-OB Addition-'64 Addition,In Service,2,0.59,,2,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-01390,O.R. Addition,In Service,2,0.03,,2,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-01391,Addition (1980),In Service,4,,,2,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-01392,O.B. Addition,In Service,5,,,4,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-02947,Ambulance Canopy,In Service,5,,,4,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-02948,Entrance Canopy,In Service,5,,,4,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-05235,ED / ICU,In Service,5,,,4,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-05303,Central Plant,In Service,5,,,4,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-05425,Oxygen Tank and Cooling Tower Yard,Equipment Yard,N/A,,,NYA,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-05576,Patient Tower,Under Construction,5s,,,NYA,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-05577,Lobby,Under Construction,5s,,,NYA,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-05578,Entry Canopy,Under Construction,5s,,,NYA,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,10559,San Gorgonio Memorial Hospital,BLD-05579,Connecting Corridor,Under Construction,5s,,,NYA,"Banning
(33.931839, -116.9456787)",1
33 - Riverside,16681,Southwest Healthcare System - Murrieta,BLD-00290,Original Hospital Building & Conversions,In Service,4s,,,2,"Murrieta
(33.5587616, -117.1833115)",1
33 - Riverside,16681,Southwest Healthcare System - Murrieta,BLD-00291,Acute Care Addition,In Service,3s,,,2,"Murrieta
(33.5587616, -117.1833115)",1
33 - Riverside,16681,Southwest Healthcare System - Murrieta,BLD-05229,Womens Center and Emergency Room,In Service,5s,,,2,"Murrieta
(33.5587616, -117.1833115)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-00331,Building A,In Service,3,,,2,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-00332,Building B & ER Addition,In Service,4,,,2,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-00333,Building C - Obstetrics Addition,In Service,3,,,2,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-00334,Radiology Addition,In Service,4,,,2,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-00335,"OR/Amb. Care Addn - Bldg D, North",In Service,5s,,,2,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-02980,"OR/Amb. Care Addn - Bldg D, South",In Service,5s,,,2,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-05228,"ER, ICU & Radiology Expansion - Building G",In Service,5s,,,NYA,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-05281,"Bed Addition, Building ""i""",In Service,5s,,,NYA,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-05282,"ER, ICU & Radiology Expansion - Building F",In Service,5s,,,NYA,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-05284,"ER, ICU & Radiology Expansion - Building H",In Service,5s,,,NYA,"Wildomar
(33.5914612, -117.2380066)",1
33 - Riverside,15749,Southwest Healthcare System - Wildomar,BLD-05521,"ER, ICU & Radiology Expansion - Building B1D",In Service,5s,,,NYA,"Wildomar
(33.5914612, -117.2380066)",1
